,titulo,tipo_inmueble,precio,latitud,longitud,tamaño_m2,habitaciones,banios,direccion,descripcion,caracteristicas,url,precio_x_m2,distrito
20,"Departamento en venta Comisaria Cayma, Av. Cayma, Cayma, Perú",departamento,159900.0,-16.38582479,-71.54650583,92.0,3.0,3.0,"Comisaria cayma, av. cayma, cayma, perú","Inmejorable ubicación dentro de la ciudad.   Departamento Moderno Funcional, cercanía a locales comerciales, Mall, colegios, restaurantes, centros financieros, paradas de colectivos e iglesias.   De Fácil acceso, en el que encontramos una cochera independiente y acceso al departamento conformado por un living comedor amplio con vista al frente y gran iluminación. Cocina muy cómoda con mesada de granito y muebles de melamina moderno, Cuenta con una  ... habitación con baño privado y dos habitaciones con placard integrado de piso a techo completo de melamina y pisos click. Baño completo y cómodo equipado con griferías de calidad.   Cuarto piso, Ascensor   Toda la propiedad compuesta de materiales de gran calidad.      Responsable: Deisy Marroquin  Contáctanos   VENTA DEPARTAMENTO DE VANGUARDIA CAYMA - LIDERA NEGOCIOS INMOBILIARIOS Mostrar","Amoblado: Semi-amoblado Aire Acondicionado Balcón Armario empotrado Línea Blanca Calefacción Internet Gas Natural Año de construcción: 2,022 Estacionamientos Caseta de vigilancia Acceso a discapacitados Ascensor Seguridad privada Cerca a avenidas principales Cerca a Centro Comercial Cerca de parques Cerca a Centro Comercial Vista panorámica",https://www.laencontre.com.pe/inmueble/3f13-b68e-29124dd2-4400eeacea4b-4143,1738.0434782608695,cayma
21,"Departamento en venta Calle Mariano Melgar 106, Cuadra 1, Cv. C.i.p, Cayma, Arequipa, 04017, Per",departamento,120000.0,-16.38183656,-71.54723683,120.0,3.0,3.0,"Calle mariano melgar 106, cuadra 1, cv. c.i.p, cayma, arequipa, 04017, per","VENTA DEPARTAMENTO emplazado en Edificio de gran arquitectura modernista, reúne todas las características que un proyecto de categoría pueda brindar, con un nuevo concepto de exclusividad. Ubicado en Cayma parte baja. A tres cuadras de la av. principal Cayma y  con rápido acceso al centro de nuestra ciudad. Una nueva forma de vida en un proyecto único y rupturista Ambientes: 3 habitaciones, 3 baños, sala comedor, cocina, lavandería. Ambientes que ...  gozan de buena iluminación natural, tanto en la zona social como en las habitaciones. Patio y Jardín. *Área: 120m² *NO Cochera * Área común en la terraza. Seguridad las 24/h.    *DISPONIBLES – 1ER piso, entrega inmediata   *Responsable: Deisy Marroquin Mostrar","Amoblado: Sin amoblar Armario empotrado Línea Blanca Internet Cuarto de Servicio Año de construcción: 2,020 Terraza Acceso a discapacitados Jardín Caseta de vigilancia Seguridad privada Cerca a avenidas principales Cerca a Centro Comercial Cerca de parques Cerca a Centro Comercial",https://www.laencontre.com.pe/inmueble/8d65-b9cd-f4c0ec16-ac9bc6994f3c-4469,1000.0,cayma
22,"Departamento en venta Cerro Colorado, Arequipa",departamento,136000.0,-16.373939,-71.559384,101.28,3.0,3.0,"Cerro Colorado, Arequipa","HERMOSO PROYECTO INMOBILIARIO DOMO (FINALIZANDO)             Ubicado cerca al corazón del Distrito de Cerro Colorado FRENTE AL CENTRO COMERCIAL AREQUIPA CENTER.      NIVEL 1       - Acceso independiente para departamentos.      - Lobby de recepción.      - Ascensor.      - Depósito de limpieza.      - Rampa de acceso vehicular.      - Área comercial.      DEPARTAMENTOS DISPONIBLES:      3 DEPARTAMENTOS DE 3 HABITACIONES (3er, 4to y 7mo PISO)      - Sala comedor      .- Terraza      - Baño Social      - Co ... cina      - Lavandería      - Dormitorio principal con baño propio      - 2 dormitorios con baño independiente      ÁREA: 101.28       PRECIO $ 138,200      1 DEPARTAMENTO DE 2 HABITACIONES       - Sala comedor      - Terraza      - Cocina      - Lavandería      - Dormitorio principal con baño propio      - 01 Dormitorio      - Baño social      ÁREA: 65.18 M2      PRECIO $ 83,000      NIVEL 11      Área para terraza y barbacoa en común.      PRECIO: DESDE $83.000             RUC FULL OPTIONS   20454718373 Mostrar",Sistema de Alarma Balcón Armario empotrado Estacionamientos Bodega BBQ Ascensor Cerca de parques Vista panorámica,https://www.laencontre.com.pe/inmueble/31f7-aa10-3411f8fb-bf727a546d14-359d,1342.8120063191152,cerro colorado
23,"Departamento en venta Lara, Socabaya, Perú",departamento,67000.0,-16.45254887,-71.53025907,67.0,2.0,2.0,"Lara, socabaya, perú","Deseas vivir  en lugar tranquilo.  Rodeado de campiña  y aire puro sin el ruido del tráfico pero a solo 15 minutos  del centro de la ciudad...   y en un departamento  de estreno  a un excelente precio.  NO PAGAN ALCABALA    Esta es tu mejor opción :   Lindos departamentos flat EN PREVENTA,  disponible en 2,3 ,4 y 5to piso.   *Contará con:    -Sala/comedor . (Piso de porcelanato  de alto tránsito)   -Cocina americana con reposteros altos y bajos con melanie ...   de 18mm.   - Lavandería con piso antideslizante.     - Habitacion principal con baño privado y amplio closet   -habitacion secundaria, con clóset.   -Baño completo     **El edificio cuentara  ademas con 2 ascensores ;Bomba de agua y con amplia area social y zona de BBQ en la azotea con excelente y privilegiada  vista a la campiña de Socabaya..   *COCHERAS DISPONIBLES en semi sótano       * El edificio  EDIFICIO  DE ENTREGA A FINES DEL 2023.     **FACILIDADES  DE PAGO.    Consulta  por  tu  FINANCIAMIENTO  DIRECTO y SIN INTERÉS.. Mostrar","Amoblado: Semi-amoblado Armario empotrado Línea Blanca Año de construcción: 2,023 Estacionamientos Terraza Cisterna Caseta de vigilancia BBQ Ascensor Cerca a avenidas principales",https://www.laencontre.com.pe/inmueble/8b79-b4fe-b00532d6-19479236ff19-1273,1000.0,socabaya
24,"Departamento en venta Cayma, Arequipa",departamento,115000.0,-16.3729248,-71.546987,134.78858683926646,3.0,2.0,"Cayma, Arequipa","EN VENTA Hermosos departamentos de estreno de muy buena ubicación  en esquina.,con vista a la campiña.   los departamentos tiene buena iluminación.   La URB cuenta con canchas de voleibol,frontón, fútbol y tiene áreas de juegos para los pequeños del hogar    10inuos a la Av principal ,malls , entiendes financieras y demas.      NO PAGA ALCABALA      CONSTAN DE:   *sala,comedor buena vista e iluminación.   *cocina etilo ericano con mesada de granito (campana estrac ... tora,cocina empotrada y horno.)   * 3 dormitorios   *2 baños.   *área de lavanderia      💵🔑PRECIO DE LAS COCHERAS DESDE 15 MIL DÓLARES sin techo .   cochera de 25 MIL DÓLARES en semisótano   CON DEPOSITO       🔑Cuenta con ascensor   🔺Intercomunicador en cada departamento   🔺arranques para internet y cable.   🔺METRAJES  primer piso 95 M2 $110.000   desde el segundo piso 90 M2$105.000         🔔PISOS DISPONIBLES  primer hasta el quinto piso Mostrar","Amoblado: Sin amoblar Mascotas permitidas Niños permitidos Armario empotrado Línea Blanca Año de construcción: 2,022 Estacionamientos Caseta de vigilancia Jardín Caseta de vigilancia Ascensor Seguridad privada Vista panorámica",https://www.laencontre.com.pe/inmueble/3654-9865-2d076df6-e19fb216a4d2-1273,853.1879641793108,cayma
25,"Departamento en venta Urbanizacion El Palacio Ii, Sachaca, Perú",departamento,150000.0,-16.4294225,-71.5681619,116.0,3.0,4.0,"Urbanizacion el palacio ii, sachaca, perú","LINDO DEPARTAMENTO UBICADO EN LA MEJOR ZONA DE SACHACA, EDIFICIO EN ESQUINA, CON EXCELENTE CLIMA E ILUMINACIÓN, A POCAS CUADRAS DEL COLEGIO MAX UHLE..      DEPARTAMENTO EN TERCER PISO  UN DEPARTAMENTO POR PISO, EL EDIFICIO CUENTA CON ASCENSOR Y UNA COCHERA POR DEPARTAMENTO.      EL DEPARTAMENTO ESTA DISTRIBUIDO DE LA SIGUIENTE MANERA:      INGRESO, BAÑO SOCIAL, SALA COMEDOR, CON BALCÓN, COCINA AMERICANA CON MESADA DE GRANITO, COCINA Y HORNO EMPOTRADOS, LAVAN ... DERIA CON BUENA VENTILACIÓN Y  MUEBLES  DE ALMACENAMIENTO EN MELAMINE.      TRES DORMITORIOS ESPACIOSOS, BIEN ILUMINADOS, CADA UNO CUENTA CON BAÑO COMPLETO.      EL PISO DEL DEPARTAMENTO ES DE MADERA ESTRUCTURADA, LOS ACABADOS DE LOS BAÑOS Y COCINA SON DE DECORCENTER. Mostrar","Amoblado: Semi-amoblado Balcón Armario empotrado Línea Blanca Año de construcción: 2,019 Estacionamientos Ascensor Cerca a avenidas principales Cerca de parques",https://www.laencontre.com.pe/inmueble/7823-b95b-8ee6a577-d75b5095e585-471a,1293.103448275862,sachaca
26,"Departamento en venta Arequipa Distrito, Arequipa",departamento,173000.0,-16.40334016,-71.534408,106.0,3.0,4.0,Arequipa,"📌 Ubicado en Condominio Home - Los Arces, Cayma.   En 6to piso c/ascensor.      Área: 106 m²      Características:              3 dormitorios    (Principal con walking closet y baño privado.            03 Baños.            Sala comedor con salida a terraza/balcón.            Cocina semi equipada.            Lavandería con terma a gas.            Cuarto y baño de servicio.              Adicionales:               Estacionamiento techado             Acabados:      ✓ Cocina:  Mesada de granito, reposteros altos y bajos de mel ... amine; equipada con plancha encimera, campana, horno empotrado refrigerador.      ✓ Baños: Mesada de mármol.       Excelente iluminación y clima.        El Condominio cuenta con áreas comunes como lobby de recepción, salón de niños, zona bar, zona de parrillas,, 3,500m2 de parques y jardines. Mostrar","Año de construcción: 2,021 Estacionamientos Cerca de parques",https://www.laencontre.com.pe/inmueble/319c-84a0-349394b4-84a46d0187d-3377,1632.0754716981132,arequipa
27,"Departamento en venta Arequipa Distrito, Arequipa",departamento,109700.0,-16.407188,-71.524518,91.0,2.0,3.0,Arequipa,"¡¡¡VENTA!!! DEPARTAMENTO ESTRENO 2 HABITACIONES SIN COCHERA CERCA UNSA - AREQUIPA       GRAN OPORTUNIDAD DEPARTAMENTO FLAT EN EL 2DO NIVEL SIN COCHERA       Vendo bonito departamento estreno en el 2do nivel, está ubicado en el Cercado de Arequipa, como referencia cerca de la UNSA, avenida Venezuela y el Parque Lambramani en zona tranquila y segura cerca de parques, colegios y universidades, cuenta con buena distribución é iluminación, tiene todos los doc ... umentos en regla, para la venta al contado ó por medio de crédito hipotecario, el departamento cuenta con la siguiente distribución:       - Sala   - Comedor   - Cocina   - Baño Social   - Lavandería    - 02 Habitaciones    - 02 Baños   - Lavandería    - SIN COCHERA    - Ascensor  desde Sótano       REA DEPARTAMENTO: 91 m2   PRECIO : $109,700 Dólares Mostrar","Armario empotrado Año de construcción: 2,022 Ascensor Cerca de parques",https://www.laencontre.com.pe/inmueble/2679-843f-eeed7eff-1a2cd7610d51-3daa,1205.4945054945056,arequipa
28,"Departamento en venta Av La Marina, Arequipa, Arequipa, Perú",departamento,135000.0,-16.39602069,-71.54023862,95.0,3.0,4.0,"Av la marina, arequipa, arequipa, perú","VENTA DE HERMOSO DEPARTAMENTO!!! FRENTE A LA UNIVERSIDAD SAN PABLO – CERCADO Arequipa.   Edificio en un enclave privilegiado con conectividad a toda Arequipa, vías principales: Av. La Marina, Ayacucho, Av. Ejército, Pte. Grau y otros. Frente a la Universidad San Pablo. Zona con seguridad las 24 horas del día   DESCRIPCION: Luminosa Sala - Comedor, Baño social, Cocina super amplia con comedor de diario, Dos dormitorios (son tres dormitorios, en caso d ... e requerimiento), cada uno con baño privado, Lavandería, Cuarto y baño completo de servicio, DOS COCHERAS, pórtico eléctrico, terraza común. Jardines comunes Se encuentra en muy buen estado.    Tercer piso, acceso por gradas amplias Área: 98m², mas 28m² de área de cochera.    Responsable: Deisy Marroquin. Mostrar","Amoblado: Sin amoblar Armario empotrado Línea Blanca Internet Cuarto de Servicio Año de construcción: 2,010 Estacionamientos Terraza Caseta de vigilancia Jardín Cerca a avenidas principales Cerca a Centro Comercial Cerca de parques Cerca a Centro Comercial Vista panorámica",https://www.laencontre.com.pe/inmueble/f2f3-93f2-dd6f631e-7a73c150591e-4bcc,1421.0526315789473,arequipa
29,"Departamento en venta Cayma, Arequipa",departamento,200000.0,-16.23872,-71.46755,120.0,3.0,3.0,"Cayma, Arequipa","DEPARTAMENTO EN ZONA CENTRICA DE CAYMA       -Departamento totalmente equipado      -Acabados de calidad       -Excelente ubicación, frente a parque, cerca de colegios y centros comerciales, farmacias, restaurantes. Urbanización segura, ambiente familiar. - -- Excelente clima, iluminación natural, ventanales, balcón, áreas sociales integradas.      -Área familiar espaciosa      -Dormitorios con amplios clósets empotrados.      -Se vende con muebles y electrodomésticos,  ... si lo desea vacío se puede hacer un descuento del precio.      Area de terreno 142.5 mts 2      PRECIO DE VENTA  200,000 USD.      RUC FULL OPTIONS   20454718373 Mostrar","Balcón Armario empotrado Línea Blanca Año de construcción: 2,016 Estacionamientos Gimnasio Ascensor Cerca de parques",https://www.laencontre.com.pe/inmueble/41f2-b9c9-62830b7e-eb03b7df2e0f-33e1,1666.6666666666667,cayma
30,"Departamento en venta Cayma, Arequipa",departamento,190000.0,-16.3869126,-71.5496565,200.0,4.0,4.0,"Cayma, Arequipa","Departamento  dúplex de estreno, ubicados en una de las mejores zonas residenciaes de la ciudad de Arequipa., en el distrito de Cayma.   Zona cerrada con vigilancia permanente, cerca a tiendas y  farmacias.      Area total 200 m2   Primer piso 100 m2   Segundo piso 100 m2      Distribución:   Primer piso.- Amplia sala comedor con  dos Terrazas, baño de visitas, cocina semicerrada con tableros de Cuarzo, dos dormitorios., uno de ellos con baño incorporado y walki ... ng closet.      Segundo piso.- Dos dormitorios con grandes closets cada uno y comparten un baño completo con ducha., ambos dormitorios con sus respectivas Terrazas con lindas manparas.      Area de lavandería, cuarto y baño de servicio totalmente separada del área privada y del área social.   Una Cochera techada en semisotano. Mostrar","Amoblado: Sin amoblar Niños permitidos Balcón Armario empotrado Línea Blanca Internet Cuarto de Servicio Aire Acondicionado Año de construcción: 2,021 Estacionamientos Bodega Terraza Cisterna Caseta de vigilancia Caseta de vigilancia Seguridad privada Cerca de parques Cerca a Centro Comercial Vista panorámica",https://www.laencontre.com.pe/inmueble/545695,950.0,cayma
31,"Departamento en venta Cerro Colorado, Arequipa",departamento,130000.0,-16.3767686,-71.5603595,125.0,3.0,2.0,"Cerro Colorado, Arequipa","✳✳CERRO COLORADO✳✳      ¿CREAS TU HISTORIA?   ENCIENDE TU FELICIDAD DESDE UN MODERNO Y ELEGANTE DEPA EN ESTRENO EN 1ER PISO EN CERRO COLORADO      A DOS CUADRAS DE LA PLAZA DE LAS AMÉRICAS, CERCA A AQP CENTER, COLEGIOS,RESTAURANTES, COMERCIO Y PARQUES. TRANQUILIDAD Y ELEGANCIA CON ACABADOS DE PRIMERA GAMA.      FLAT DE 110 m2 Aprox. con iluminada y espaciosa sala y comedor, ½ baño social imponente, Cocina con estructura de mesadas en concreto y revestido en gr ... anito con cajonería y puertas en melamine, espacio para desayunador. Área de Lavandería y tendal, cuarto de depósito o planchado.   3 dormitorios, uno principal con doble closet, espacio suficiente para una cama King Size, y baño interno completo.   2 habitaciones secundarias, 1 con espacio para cama Queen Size y la otra para 2 plazas, con clósets y comparten un baño completo.   Pisos laminados de madera estructurada Alemán de 11 mms,. puertas interiores en madera Caoba Contraplacada, Iluminación y electricidad con Accesorios BTICINO y luces LED.   Cuenta con cochera de 13m2 con puerta en madera y con control remoto corredizo.   Edificio de 6 niveles, 1 departamento por piso.   Ascensor marca OTIS para 6 personas, 2 pozos a tierra, Cisterna subterránea en concreto armado, electrobomba hidroneumática para asegurar excelente presión de agua, 1 pozo percolador para épocas de    lluvias, fachaleta en piedra en el ingreso principal.      TOTALMENTE SANEADO, INDEPENDIZADO Y LISTO PARA TRANSACCIÓN. Mostrar","Amoblado: Semi-amoblado Agua Electricidad Armario empotrado Línea Blanca Año de construcción: 2,019 Estacionamientos Caseta de vigilancia Ascensor Cisterna Cerca a Centro Comercial Cerca de parques Cerca a Centro Comercial Cerca a avenidas principales Vista panorámica",https://www.laencontre.com.pe/inmueble/387978,1040.0,cerro colorado
32,"Departamento en venta Av Metropolitana, Yanahuara, Perú",departamento,134000.0,-16.4005381,-71.5533459,110.0,3.0,2.0,"Av metropolitana, yanahuara, perú","Vendo departamento en estreno ubicado frente a parque  en un 4to piso con ascensor en Umacollo , por a avenida metropolitana para el lado de macro.   Cuenta con un área de  110 m2 , distribuidos en   3 dormitorios con closet empotrados de 18 mm en melamina con piso laminado, bastante soleados con iluminación natural.   El dormitorio principal cuenta con baño completo   Sala comedor con piso laminado   Cocina cerrada con reposteros altos y bajos de 18 mm en melamina   Lavandería dentro del departamento.   Dos baños completos   Cochera   Cisterna para abastecimiento de agua en caso de corte   Terma.   Seguridad en la urbanización.   Para informes y visitas comunicarse al tlf 95934---- ... Mostrar","Amoblado: Sin amoblar Armario empotrado Línea Blanca Internet Año de construcción: 2,021 Estacionamientos Bodega Cisterna Jardín Caseta de vigilancia Ascensor Seguridad privada Cerca a avenidas principales Cerca a Centro Comercial Cerca de parques Cerca a Centro Comercial Vista panorámica",https://www.laencontre.com.pe/inmueble/437709,1218.1818181818182,yanahuara
33,"Departamento en venta Av. Pumacahua 200, Cerro Colorado, Perú",departamento,119000.0,-16.380319,-71.5568112,120.0,3.0,2.0,"Av. pumacahua 200, cerro colorado, perú","Vendo departamento en estreno en Urbanización cerrada de Cerro colorado a espaldas de sodimac y metro.   Cuenta con un área de 120 m2 distribuidos en    2 dormitorios con closet empotrados en melamina de 18 mm y piso laminado, el dormitorio principal con baño privado y vista al volcán Misti,    1 dormitorio con opción de incorporar closet empotrado,   Todos los ambientes cuentan con iluminación natural y soleamiento.   Sala comedor grande con piso laminado   Cocina cerrada con mesada de cuarzo y reposteros de canto grueso   Lavandería dentro del departamento   Dos baños completos con mesadas   5to piso con ascensor   CIsterna    Cochera   Terma solar   Sistema de tuberías contra incendios en todos los niveles   Seguridad en la urbanización con control de accesos las 24 horas   Para informes y visitas comunicarse al  Ver teléfono ... Mostrar","Amoblado: Sin amoblar Línea Blanca Internet Gas Natural Año de construcción: 2,021 Estacionamientos Bodega Cisterna Jardín BBQ Caseta de vigilancia Ascensor Seguridad privada Cerca a Centro Comercial Cerca a avenidas principales Cerca de estación de tren Vista panorámica",https://www.laencontre.com.pe/inmueble/371615,991.6666666666666,cerro colorado
34,"Departamento en venta Arequipa Distrito, Arequipa",departamento,355000.0,-16.40315652,-71.53433038,302.72,4.0,4.0,Arequipa,"Exclusividad, iluminación y excelente vista.   📌 Yanahuara   A cuadras del Puente Chilina, Club Internacional, Av Ejército y más.   En edificio de 6 pisos c/ ascensor frente departamento.      Características:      Primera Planta:          Sala    Comedor    Baño social    Cocina c/ comedor de diario    Dormitorio principal con walking closet y baño privado con cabina de hidromasaje    02 Dormitorios secundarios con closet4    Baño completo compartido para dormitorios secundar ... ios con cabina de hidromasaje    Depósito    Lavandería con baño de servicio    Hall         Segunda Planta:          Dormitorio de huésped con closet y salida a terraza    Salon para ocio    02 Terrazas    Baño completo         Adicional:          02 Estacionamientos de 19 m2.    ​​​​​​​02 Depósitos de 5 m2 y 4 m2. Mostrar",Estacionamientos Cerca de parques,https://www.laencontre.com.pe/inmueble/5c06-80b7-1ac9a4de-2a98cdbedce6-35aa,1172.7008456659619,arequipa
